"Program","Year","Period","State","State ANSI","Fruit","Price or Weight?","Pesticide or Market","Measurement Unit","Aggregate type","Domain","Domain Category","Value","CV (%)"
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.54",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","1.442",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.36",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0.155",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","0.208",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0.506",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0.186",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","0.399",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0.055",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","2.46",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.184",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.35",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","1.106",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","0.168",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","20.064",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","0.05",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","1.582",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","0.161",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","0.412",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.116",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0.535",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","2.268",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","0.026",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","0.334",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.188",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","0.067",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","0.639",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0.163",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0.098",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","0.253",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0.435",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","0.151",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0.249",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","0.22",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0.562",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","2.808",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0.207",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","1.24",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","1.225",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","10.173",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","0.136",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","0.172",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.103",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0.098",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","0.329",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","0.077",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(NA)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","281.09",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","112.439",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","0.2",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL BROMIDE = 53201)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0.296",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","1.2",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","1.1",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)","1.4",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","1.8",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","1.3",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","1.7",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","4",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","(D)",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","1.3",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1.6",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","2",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1.6",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","1.2",NA
"SURVEY",2016,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","1.2",NA
